,Objective,Variable,ids ,vgs ,vds ,vbs ,vgd ,vdb ,vgb ,vth ,vdsat ,gm ,gds ,gmbs ,betaeff ,cjd ,cjs ,cgg ,cgd ,cgs ,cgb ,cdg ,cdd ,cds ,cdb ,csg ,csd ,css ,csb ,cbg ,cbd ,cbs ,cbb ,covlgs ,covlgd ,covlgb ,cggbo ,cgdbo ,cgsbo ,cbgbo ,cbdbo ,cbsbo ,cdgbo ,cddbo ,cdsbo ,ron ,id ,ig ,is ,ib ,ibulk ,pwr ,gmoverid ,ueff ,rdeff ,rseff ,rgbd ,igidl ,igisl ,igdt ,igd ,igs ,igb ,igbacc ,igbinv ,igcs ,igcd ,isub ,gbs ,gbd ,qg ,qd ,qs ,qb ,qjd ,qjs ,qgdovl ,qgsovl ,qgi ,qdi ,qsi ,qbi ,ide ,ige ,ise ,ibe ,idb ,isb ,vsb ,gmb ,vgt ,vth_drive ,vdss ,vsat_marg ,vdsat_marg ,self_gain ,rout ,beff ,fug ,ft ,rgate ,vearly ,region ,reversed 
0, 1.002580414895437e-05, 8.322232447336743e-07, 4.487612531238708e-07, 4.000000000000000e-01, 4.000000000000000e-01, 0.000000000000000e+00, 0.000000000000000e+00, 4.000000000000000e-01, 4.000000000000000e-01, 5.188756172348600e-01, 5.931290515848476e-02, 1.002580414895437e-05, 2.884271662505673e-07, 1.545421875623841e-06, 1.411330808155202e-03, 3.933201300988655e-16, 4.498055413877459e-16, 1.091131685232574e-15, -1.757839768091575e-16, -6.931731657489715e-16, -2.221745426744454e-16, -1.826240606647716e-16, 1.814451482310938e-16, 1.476941731727275e-18, -2.980292980494263e-19, -6.689234134703002e-16, -6.089249771085712e-18, 7.532218826481937e-16, -7.820921940680783e-17, -2.395842110975026e-16, 4.280783491494289e-19, -6.152565863094947e-17, 3.006817913793026e-16, 1.817479021882492e-16, 1.807649767895917e-16, 0.000000000000000e+00, 7.286188062547335e-16, 4.980999980434170e-18, -5.114252635607223e-16, -2.395842110975026e-16, 4.280783491494289e-19, -6.152565863094948e-17, -1.859083875179961e-18, 6.801714415021125e-19, 1.476941731727275e-18, 8.913425506671111e+05, 4.487612228923193e-07, NaN, NaN, NaN, -1.094346035921030e-15, 1.795044891569277e-07, 2.234106460654474e+01, 2.361918102244362e-02, 7.812919547299423e+01, 7.812919547299423e+01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 8.580688080409145e-14, 1.503009667415301e-19, 2.260460822685035e-14, 9.774426195570837e-16, 9.774426195570837e-16, 6.460373900946512e-33, 3.187637843723549e-14, 3.034830121948178e-14, 1.275748085905938e-21, 1.000095075518363e-12, 1.000836368098897e-12, 5.372083828392235e-16, -3.208426235807848e-19, -4.463032438434691e-17, -4.922572158312957e-16, -1.675664920670327e-16, -1.577092331388631e-20, 1.755752266754434e-19, 3.427125071190685e-18, 5.372083828392235e-16, -3.208426235807848e-19, -4.463032438434691e-17, -4.922572158312957e-16, 4.487620227871351e-07, 8.580688080409145e-14, -4.487617074996699e-07, -4.010943460112879e-13, 4.000818373904604e-13, 3.506472552230668e-17, -0.000000000000000e+00, 1.545421875623841e-06, -1.188756172348600e-01, NaN, 5.931290515848476e-02, 3.406870948415153e-01, NaN, 3.476026297829584e+01, 3.467079793486801e+06, 6.351269228340446e-05, 1.462386539015415e+09, NaN, 0.000000000000000e+00, 1.555893741289539e+00, 3, 0
1, -4.473914089006549e-07, 2.524031540295796e-06, -4.473914089006549e-07, -4.000000000000000e-01, -4.000000000000000e-01, -0.000000000000000e+00, 0.000000000000000e+00, -4.000000000000000e-01, -4.000000000000000e-01, -4.861184268283840e-01, -5.093574166778948e-02, 1.123147829443920e-05, 2.156321022003412e-07, 1.863439716369080e-06, 1.702170792506162e-03, 9.661820707373383e-16, 1.216951153567711e-15, 2.659691896287569e-15, -5.583364417287705e-16, -1.576162660094992e-15, -5.251927944638069e-16, -5.625114254691879e-16, 5.603439949735942e-16, 2.723062825012642e-18, -5.556323294188879e-19, -1.473871257733320e-15, -1.746689629678261e-18, 1.635186427235937e-15, -1.595684798729391e-16, -6.233092130850617e-16, -2.608636151453634e-19, -6.174682996595786e-17, 6.853169066661649e-16, 5.672271816907863e-16, 5.593452846583538e-16, 0.000000000000000e+00, 1.533119429938429e-15, 1.008842929583232e-18, -1.008935478404206e-15, -6.233092130850617e-16, -2.608636151453634e-19, -6.174682996595784e-17, -3.166140810834147e-18, 9.987103152403928e-19, 2.723062825012642e-18, 8.940717055405544e+05, -4.473915801641799e-07, NaN, NaN, NaN, 1.917048344135700e-13, 1.789566320656720e-07, 2.510436738612743e+01, 1.045647664238200e-02, 3.022228605893657e+01, 3.022228605893657e+01, 0.000000000000000e+00, -0.000000000000000e+00, -0.000000000000000e+00, -1.195477433250990e-13, -5.075915367246654e-20, -7.796261711141699e-14, -1.442676535913899e-16, -1.442676535913899e-16, -7.856023103772672e-34, -2.116814708147361e-14, -2.027266071946337e-14, 3.369473646014618e-22, 2.799248867170358e-12, 1.124302356507815e-12, -1.121311729665665e-15, 1.618414053960047e-18, 9.039000149402300e-17, 1.029303314117682e-15, 4.304550139776386e-16, 1.645473089546986e-20, -1.406408251691522e-18, -2.747880076178929e-17, -1.121311729665665e-15, 1.618414053960047e-18, 9.039000149402300e-17, 1.029303314117682e-15, -4.473923801236163e-07, -1.195477433250990e-13, 4.473919079665253e-07, 5.917048343993003e-13, 5.915227150209998e-13, 3.785138776178985e-17, 0.000000000000000e+00, 1.863439716369080e-06, 8.611842682838394e-02, NaN, -5.093574166778948e-02, 3.490642583322106e-01, NaN, 5.208629967352527e+01, 4.637528409711982e+06, 1.206497435790805e-04, 6.720873539090773e+08, NaN, 0.000000000000000e+00, 2.074794873111933e+00, 3, 0
